root_seed,regime,group_B_lower,group_B_upper,horizon,threshold,B
1000009,PHYSICAL_SHIFT,500,650,16,400,0.265625
1000010,NOMINAL,400,550,8,300,0.03125
1000010,NOMINAL,400,550,8,350,0.171875
1000010,NOMINAL,400,550,8,400,0.34375
1000010,NOMINAL,400,550,12,300,0.16666666666666666
1000010,NOMINAL,400,550,12,350,0.28125
1000010,NOMINAL,400,550,12,400,0.3958333333333333
1000010,NOMINAL,400,550,16,300,0.25
1000010,NOMINAL,400,550,16,350,0.3359375
1000010,NOMINAL,400,550,16,400,0.421875
1000010,NOMINAL,450,600,8,300,0.0
1000010,NOMINAL,450,600,8,350,0.03125
1000010,NOMINAL,450,600,8,400,0.171875
1000010,NOMINAL,450,600,12,300,0.08333333333333333
1000010,NOMINAL,450,600,12,350,0.16666666666666666
1000010,NOMINAL,450,600,12,400,0.28125
1000010,NOMINAL,450,600,16,300,0.1875
1000010,NOMINAL,450,600,16,350,0.25
1000010,NOMINAL,450,600,16,400,0.3359375
1000010,NOMINAL,500,650,8,300,0.0
1000010,NOMINAL,500,650,8,350,0.0
1000010,NOMINAL,500,650,8,400,0.03125
1000010,NOMINAL,500,650,12,300,0.010416666666666666
1000010,NOMINAL,500,650,12,350,0.08333333333333333
1000010,NOMINAL,500,650,12,400,0.16666666666666666
1000010,NOMINAL,500,650,16,300,0.109375
1000010,NOMINAL,500,650,16,350,0.1875
1000010,NOMINAL,500,650,16,400,0.25
1000010,PHYSICAL_SHIFT,400,550,8,300,0.09375
1000010,PHYSICAL_SHIFT,400,550,8,350,0.171875
1000010,PHYSICAL_SHIFT,400,550,8,400,0.34375
1000010,PHYSICAL_SHIFT,400,550,12,300,0.22916666666666666
1000010,PHYSICAL_SHIFT,400,550,12,350,0.28125
1000010,PHYSICAL_SHIFT,400,550,12,400,0.3958333333333333
1000010,PHYSICAL_SHIFT,400,550,16,300,0.296875
1000010,PHYSICAL_SHIFT,400,550,16,350,0.3359375
1000010,PHYSICAL_SHIFT,400,550,16,400,0.421875
1000010,PHYSICAL_SHIFT,450,600,8,300,0.015625
1000010,PHYSICAL_SHIFT,450,600,8,350,0.09375
1000010,PHYSICAL_SHIFT,450,600,8,400,0.171875
1000010,PHYSICAL_SHIFT,450,600,12,300,0.17708333333333334
1000010,PHYSICAL_SHIFT,450,600,12,350,0.22916666666666666
1000010,PHYSICAL_SHIFT,450,600,12,400,0.28125
1000010,PHYSICAL_SHIFT,450,600,16,300,0.2578125
1000010,PHYSICAL_SHIFT,450,600,16,350,0.296875
1000010,PHYSICAL_SHIFT,450,600,16,400,0.3359375
1000010,PHYSICAL_SHIFT,500,650,8,300,0.0
1000010,PHYSICAL_SHIFT,500,650,8,350,0.015625
1000010,PHYSICAL_SHIFT,500,650,8,400,0.09375
1000010,PHYSICAL_SHIFT,500,650,12,300,0.10416666666666667
1000010,PHYSICAL_SHIFT,500,650,12,350,0.17708333333333334
1000010,PHYSICAL_SHIFT,500,650,12,400,0.22916666666666666
1000010,PHYSICAL_SHIFT,500,650,16,300,0.203125
1000010,PHYSICAL_SHIFT,500,650,16,350,0.2578125
1000010,PHYSICAL_SHIFT,500,650,16,400,0.296875
1000011,NOMINAL,400,550,8,300,0.03125
1000011,NOMINAL,400,550,8,350,0.125
1000011,NOMINAL,400,550,8,400,0.28125
1000011,NOMINAL,400,550,12,300,0.14583333333333334
1000011,NOMINAL,400,550,12,350,0.25
1000011,NOMINAL,400,550,12,400,0.3541666666666667
1000011,NOMINAL,400,550,16,300,0.234375
1000011,NOMINAL,400,550,16,350,0.3125
1000011,NOMINAL,400,550,16,400,0.390625
1000011,NOMINAL,450,600,8,300,0.0
1000011,NOMINAL,450,600,8,350,0.03125
1000011,NOMINAL,450,600,8,400,0.125
1000011,NOMINAL,450,600,12,300,0.041666666666666664
1000011,NOMINAL,450,600,12,350,0.14583333333333334
1000011,NOMINAL,450,600,12,400,0.25
1000011,NOMINAL,450,600,16,300,0.140625
1000011,NOMINAL,450,600,16,350,0.234375
1000011,NOMINAL,450,600,16,400,0.3125
1000011,NOMINAL,500,650,8,300,0.0
1000011,NOMINAL,500,650,8,350,0.0
1000011,NOMINAL,500,650,8,400,0.03125
1000011,NOMINAL,500,650,12,300,0.0
1000011,NOMINAL,500,650,12,350,0.041666666666666664
1000011,NOMINAL,500,650,12,400,0.14583333333333334
1000011,NOMINAL,500,650,16,300,0.0625
1000011,NOMINAL,500,650,16,350,0.140625
1000011,NOMINAL,500,650,16,400,0.234375
1000011,PHYSICAL_SHIFT,400,550,8,300,0.0625
1000011,PHYSICAL_SHIFT,400,550,8,350,0.15625
1000011,PHYSICAL_SHIFT,400,550,8,400,0.28125
1000011,PHYSICAL_SHIFT,400,550,12,300,0.20833333333333334
1000011,PHYSICAL_SHIFT,400,550,12,350,0.2708333333333333
1000011,PHYSICAL_SHIFT,400,550,12,400,0.3541666666666667
1000011,PHYSICAL_SHIFT,400,550,16,300,0.28125
1000011,PHYSICAL_SHIFT,400,550,16,350,0.328125
1000011,PHYSICAL_SHIFT,400,550,16,400,0.390625
1000011,PHYSICAL_SHIFT,450,600,8,300,0.015625
1000011,PHYSICAL_SHIFT,450,600,8,350,0.0625
1000011,PHYSICAL_SHIFT,450,600,8,400,0.15625
1000011,PHYSICAL_SHIFT,450,600,12,300,0.15625
1000011,PHYSICAL_SHIFT,450,600,12,350,0.20833333333333334
1000011,PHYSICAL_SHIFT,450,600,12,400,0.2708333333333333
1000011,PHYSICAL_SHIFT,450,600,16,300,0.2421875
1000011,PHYSICAL_SHIFT,450,600,16,350,0.28125
1000011,PHYSICAL_SHIFT,450,600,16,400,0.328125
1000011,PHYSICAL_SHIFT,500,650,8,300,0.0
1000011,PHYSICAL_SHIFT,500,650,8,350,0.015625
1000011,PHYSICAL_SHIFT,500,650,8,400,0.0625
1000011,PHYSICAL_SHIFT,500,650,12,300,0.10416666666666667
1000011,PHYSICAL_SHIFT,500,650,12,350,0.15625
1000011,PHYSICAL_SHIFT,500,650,12,400,0.20833333333333334
1000011,PHYSICAL_SHIFT,500,650,16,300,0.203125
1000011,PHYSICAL_SHIFT,500,650,16,350,0.2421875
1000011,PHYSICAL_SHIFT,500,650,16,400,0.28125
1000012,NOMINAL,400,550,8,300,0.03125
1000012,NOMINAL,400,550,8,350,0.125
1000012,NOMINAL,400,550,8,400,0.265625
1000012,NOMINAL,400,550,12,300,0.14583333333333334
1000012,NOMINAL,400,550,12,350,0.22916666666666666
1000012,NOMINAL,400,550,12,400,0.34375
1000012,NOMINAL,400,550,16,300,0.2265625
1000012,NOMINAL,400,550,16,350,0.296875
1000012,NOMINAL,400,550,16,400,0.3828125
1000012,NOMINAL,450,600,8,300,0.0
1000012,NOMINAL,450,600,8,350,0.03125
1000012,NOMINAL,450,600,8,400,0.125
1000012,NOMINAL,450,600,12,300,0.052083333333333336
1000012,NOMINAL,450,600,12,350,0.14583333333333334
1000012,NOMINAL,450,600,12,400,0.22916666666666666
1000012,NOMINAL,450,600,16,300,0.1328125
1000012,NOMINAL,450,600,16,350,0.2265625
1000012,NOMINAL,450,600,16,400,0.296875
1000012,NOMINAL,500,650,8,300,0.0
1000012,NOMINAL,500,650,8,350,0.0
1000012,NOMINAL,500,650,8,400,0.03125
1000012,NOMINAL,500,650,12,300,0.0
1000012,NOMINAL,500,650,12,350,0.052083333333333336
1000012,NOMINAL,500,650,12,400,0.14583333333333334
1000012,NOMINAL,500,650,16,300,0.078125
1000012,NOMINAL,500,650,16,350,0.1328125
1000012,NOMINAL,500,650,16,400,0.2265625
1000012,PHYSICAL_SHIFT,400,550,8,300,0.0625
1000012,PHYSICAL_SHIFT,400,550,8,350,0.125
1000012,PHYSICAL_SHIFT,400,550,8,400,0.28125
1000012,PHYSICAL_SHIFT,400,550,12,300,0.19791666666666666
1000012,PHYSICAL_SHIFT,400,550,12,350,0.25
1000012,PHYSICAL_SHIFT,400,550,12,400,0.3541666666666667
1000012,PHYSICAL_SHIFT,400,550,16,300,0.2734375
1000012,PHYSICAL_SHIFT,400,550,16,350,0.3125
1000012,PHYSICAL_SHIFT,400,550,16,400,0.390625
1000012,PHYSICAL_SHIFT,450,600,8,300,0.0
1000012,PHYSICAL_SHIFT,450,600,8,350,0.0625
1000012,PHYSICAL_SHIFT,450,600,8,400,0.125
1000012,PHYSICAL_SHIFT,450,600,12,300,0.14583333333333334
1000012,PHYSICAL_SHIFT,450,600,12,350,0.19791666666666666
1000012,PHYSICAL_SHIFT,450,600,12,400,0.25
1000012,PHYSICAL_SHIFT,450,600,16,300,0.234375
1000012,PHYSICAL_SHIFT,450,600,16,350,0.2734375
1000012,PHYSICAL_SHIFT,450,600,16,400,0.3125
1000012,PHYSICAL_SHIFT,500,650,8,300,0.0
1000012,PHYSICAL_SHIFT,500,650,8,350,0.0
1000012,PHYSICAL_SHIFT,500,650,8,400,0.0625
1000012,PHYSICAL_SHIFT,500,650,12,300,0.09375
1000012,PHYSICAL_SHIFT,500,650,12,350,0.14583333333333334
1000012,PHYSICAL_SHIFT,500,650,12,400,0.19791666666666666
1000012,PHYSICAL_SHIFT,500,650,16,300,0.1953125
1000012,PHYSICAL_SHIFT,500,650,16,350,0.234375
1000012,PHYSICAL_SHIFT,500,650,16,400,0.2734375
1000013,NOMINAL,400,550,8,300,0.015625
1000013,NOMINAL,400,550,8,350,0.0625
1000013,NOMINAL,400,550,8,400,0.171875
1000013,NOMINAL,400,550,12,300,0.09375
1000013,NOMINAL,400,550,12,350,0.16666666666666666
1000013,NOMINAL,400,550,12,400,0.2708333333333333
1000013,NOMINAL,400,550,16,300,0.1796875
1000013,NOMINAL,400,550,16,350,0.25
1000013,NOMINAL,400,550,16,400,0.328125
1000013,NOMINAL,450,600,8,300,0.0
1000013,NOMINAL,450,600,8,350,0.015625
1000013,NOMINAL,450,600,8,400,0.0625
1000013,NOMINAL,450,600,12,300,0.020833333333333332
1000013,NOMINAL,450,600,12,350,0.09375
1000013,NOMINAL,450,600,12,400,0.16666666666666666
1000013,NOMINAL,450,600,16,300,0.09375
1000013,NOMINAL,450,600,16,350,0.1796875
1000013,NOMINAL,450,600,16,400,0.25
1000013,NOMINAL,500,650,8,300,0.0
1000013,NOMINAL,500,650,8,350,0.0
1000013,NOMINAL,500,650,8,400,0.015625
1000013,NOMINAL,500,650,12,300,0.0
1000013,NOMINAL,500,650,12,350,0.020833333333333332
1000013,NOMINAL,500,650,12,400,0.09375
1000013,NOMINAL,500,650,16,300,0.03125
1000013,NOMINAL,500,650,16,350,0.09375
1000013,NOMINAL,500,650,16,400,0.1796875
1000013,PHYSICAL_SHIFT,400,550,8,300,0.046875
1000013,PHYSICAL_SHIFT,400,550,8,350,0.09375
1000013,PHYSICAL_SHIFT,400,550,8,400,0.203125
1000013,PHYSICAL_SHIFT,400,550,12,300,0.16666666666666666
1000013,PHYSICAL_SHIFT,400,550,12,350,0.22916666666666666
1000013,PHYSICAL_SHIFT,400,550,12,400,0.3020833333333333
1000013,PHYSICAL_SHIFT,400,550,16,300,0.25
1000013,PHYSICAL_SHIFT,400,550,16,350,0.296875
1000013,PHYSICAL_SHIFT,400,550,16,400,0.3515625
1000013,PHYSICAL_SHIFT,450,600,8,300,0.0
1000013,PHYSICAL_SHIFT,450,600,8,350,0.046875
1000013,PHYSICAL_SHIFT,450,600,8,400,0.09375
1000013,PHYSICAL_SHIFT,450,600,12,300,0.11458333333333333
1000013,PHYSICAL_SHIFT,450,600,12,350,0.16666666666666666
1000013,PHYSICAL_SHIFT,450,600,12,400,0.22916666666666666
1000013,PHYSICAL_SHIFT,450,600,16,300,0.2109375
1000013,PHYSICAL_SHIFT,450,600,16,350,0.25
1000013,PHYSICAL_SHIFT,450,600,16,400,0.296875
1000013,PHYSICAL_SHIFT,500,650,8,300,0.0
1000013,PHYSICAL_SHIFT,500,650,8,350,0.0
1000013,PHYSICAL_SHIFT,500,650,8,400,0.046875
1000013,PHYSICAL_SHIFT,500,650,12,300,0.0625
1000013,PHYSICAL_SHIFT,500,650,12,350,0.11458333333333333
1000013,PHYSICAL_SHIFT,500,650,12,400,0.16666666666666666
1000013,PHYSICAL_SHIFT,500,650,16,300,0.171875
1000013,PHYSICAL_SHIFT,500,650,16,350,0.2109375
1000013,PHYSICAL_SHIFT,500,650,16,400,0.25
1000014,NOMINAL,400,550,8,300,0.0
1000014,NOMINAL,400,550,8,350,0.140625
1000014,NOMINAL,400,550,8,400,0.296875
1000014,NOMINAL,400,550,12,300,0.15625
1000014,NOMINAL,400,550,12,350,0.2604166666666667
1000014,NOMINAL,400,550,12,400,0.3645833333333333
1000014,NOMINAL,400,550,16,300,0.2421875
1000014,NOMINAL,400,550,16,350,0.3203125
1000014,NOMINAL,400,550,16,400,0.3984375
1000014,NOMINAL,450,600,8,300,0.0
1000014,NOMINAL,450,600,8,350,0.0
1000014,NOMINAL,450,600,8,400,0.140625
1000014,NOMINAL,450,600,12,300,0.07291666666666667
1000014,NOMINAL,450,600,12,350,0.15625
1000014,NOMINAL,450,600,12,400,0.2604166666666667
1000014,NOMINAL,450,600,16,300,0.1796875
1000014,NOMINAL,450,600,16,350,0.2421875
1000014,NOMINAL,450,600,16,400,0.3203125
1000014,NOMINAL,500,650,8,300,0.0
1000014,NOMINAL,500,650,8,350,0.0
1000014,NOMINAL,500,650,8,400,0.0
1000014,NOMINAL,500,650,12,300,0.0
1000014,NOMINAL,500,650,12,350,0.07291666666666667
1000014,NOMINAL,500,650,12,400,0.15625
1000014,NOMINAL,500,650,16,300,0.09375
1000014,NOMINAL,500,650,16,350,0.1796875
1000014,NOMINAL,500,650,16,400,0.2421875
1000014,PHYSICAL_SHIFT,400,550,8,300,0.0625
1000014,PHYSICAL_SHIFT,400,550,8,350,0.15625
1000014,PHYSICAL_SHIFT,400,550,8,400,0.296875
1000014,PHYSICAL_SHIFT,400,550,12,300,0.20833333333333334
1000014,PHYSICAL_SHIFT,400,550,12,350,0.2708333333333333
1000014,PHYSICAL_SHIFT,400,550,12,400,0.3645833333333333
1000014,PHYSICAL_SHIFT,400,550,16,300,0.28125
1000014,PHYSICAL_SHIFT,400,550,16,350,0.328125
1000014,PHYSICAL_SHIFT,400,550,16,400,0.3984375
1000014,PHYSICAL_SHIFT,450,600,8,300,0.0
1000014,PHYSICAL_SHIFT,450,600,8,350,0.0625
1000014,PHYSICAL_SHIFT,450,600,8,400,0.15625
1000014,PHYSICAL_SHIFT,450,600,12,300,0.15625
1000014,PHYSICAL_SHIFT,450,600,12,350,0.20833333333333334
1000014,PHYSICAL_SHIFT,450,600,12,400,0.2708333333333333
1000014,PHYSICAL_SHIFT,450,600,16,300,0.2421875
1000014,PHYSICAL_SHIFT,450,600,16,350,0.28125
1000014,PHYSICAL_SHIFT,450,600,16,400,0.328125
1000014,PHYSICAL_SHIFT,500,650,8,300,0.0
1000014,PHYSICAL_SHIFT,500,650,8,350,0.0
1000014,PHYSICAL_SHIFT,500,650,8,400,0.0625
1000014,PHYSICAL_SHIFT,500,650,12,300,0.11458333333333333
1000014,PHYSICAL_SHIFT,500,650,12,350,0.15625
1000014,PHYSICAL_SHIFT,500,650,12,400,0.20833333333333334
1000014,PHYSICAL_SHIFT,500,650,16,300,0.2109375
1000014,PHYSICAL_SHIFT,500,650,16,350,0.2421875
1000014,PHYSICAL_SHIFT,500,650,16,400,0.28125
1000015,NOMINAL,400,550,8,300,0.015625
1000015,NOMINAL,400,550,8,350,0.046875
1000015,NOMINAL,400,550,8,400,0.15625
1000015,NOMINAL,400,550,12,300,0.07291666666666667
1000015,NOMINAL,400,550,12,350,0.15625
1000015,NOMINAL,400,550,12,400,0.2708333333333333
1000015,NOMINAL,400,550,16,300,0.1796875
1000015,NOMINAL,400,550,16,350,0.2421875
1000015,NOMINAL,400,550,16,400,0.328125
1000015,NOMINAL,450,600,8,300,0.0
1000015,NOMINAL,450,600,8,350,0.015625
1000015,NOMINAL,450,600,8,400,0.046875
1000015,NOMINAL,450,600,12,300,0.03125
1000015,NOMINAL,450,600,12,350,0.07291666666666667
1000015,NOMINAL,450,600,12,400,0.15625
1000015,NOMINAL,450,600,16,300,0.1015625
1000015,NOMINAL,450,600,16,350,0.1796875
1000015,NOMINAL,450,600,16,400,0.2421875
1000015,NOMINAL,500,650,8,300,0.0
1000015,NOMINAL,500,650,8,350,0.0
1000015,NOMINAL,500,650,8,400,0.015625
1000015,NOMINAL,500,650,12,300,0.0
1000015,NOMINAL,500,650,12,350,0.03125
1000015,NOMINAL,500,650,12,400,0.07291666666666667
1000015,NOMINAL,500,650,16,300,0.03125
1000015,NOMINAL,500,650,16,350,0.1015625
1000015,NOMINAL,500,650,16,400,0.1796875
1000015,PHYSICAL_SHIFT,400,550,8,300,0.03125
1000015,PHYSICAL_SHIFT,400,550,8,350,0.09375
1000015,PHYSICAL_SHIFT,400,550,8,400,0.1875
1000015,PHYSICAL_SHIFT,400,550,12,300,0.17708333333333334
1000015,PHYSICAL_SHIFT,400,550,12,350,0.22916666666666666
1000015,PHYSICAL_SHIFT,400,550,12,400,0.2916666666666667
1000015,PHYSICAL_SHIFT,400,550,16,300,0.2578125
1000015,PHYSICAL_SHIFT,400,550,16,350,0.296875
1000015,PHYSICAL_SHIFT,400,550,16,400,0.34375
1000015,PHYSICAL_SHIFT,450,600,8,300,0.015625
1000015,PHYSICAL_SHIFT,450,600,8,350,0.03125
1000015,PHYSICAL_SHIFT,450,600,8,400,0.09375
1000015,PHYSICAL_SHIFT,450,600,12,300,0.11458333333333333
1000015,PHYSICAL_SHIFT,450,600,12,350,0.17708333333333334
1000015,PHYSICAL_SHIFT,450,600,12,400,0.22916666666666666
1000015,PHYSICAL_SHIFT,450,600,16,300,0.2109375
1000015,PHYSICAL_SHIFT,450,600,16,350,0.2578125
1000015,PHYSICAL_SHIFT,450,600,16,400,0.296875
1000015,PHYSICAL_SHIFT,500,650,8,300,0.0
1000015,PHYSICAL_SHIFT,500,650,8,350,0.015625
1000015,PHYSICAL_SHIFT,500,650,8,400,0.03125
1000015,PHYSICAL_SHIFT,500,650,12,300,0.0625
1000015,PHYSICAL_SHIFT,500,650,12,350,0.11458333333333333
1000015,PHYSICAL_SHIFT,500,650,12,400,0.17708333333333334
1000015,PHYSICAL_SHIFT,500,650,16,300,0.171875
1000015,PHYSICAL_SHIFT,500,650,16,350,0.2109375
1000015,PHYSICAL_SHIFT,500,650,16,400,0.2578125
1000016,NOMINAL,400,550,8,300,0.0
1000016,NOMINAL,400,550,8,350,0.015625
1000016,NOMINAL,400,550,8,400,0.125
1000016,NOMINAL,400,550,12,300,0.0625
1000016,NOMINAL,400,550,12,350,0.15625
1000016,NOMINAL,400,550,12,400,0.25
1000016,NOMINAL,400,550,16,300,0.1640625
1000016,NOMINAL,400,550,16,350,0.2421875
1000016,NOMINAL,400,550,16,400,0.3125
1000016,NOMINAL,450,600,8,300,0.0
1000016,NOMINAL,450,600,8,350,0.0
1000016,NOMINAL,450,600,8,400,0.015625
1000016,NOMINAL,450,600,12,300,0.010416666666666666
1000016,NOMINAL,450,600,12,350,0.0625
1000016,NOMINAL,450,600,12,400,0.15625
1000016,NOMINAL,450,600,16,300,0.09375
1000016,NOMINAL,450,600,16,350,0.1640625
1000016,NOMINAL,450,600,16,400,0.2421875
1000016,NOMINAL,500,650,8,300,0.0
1000016,NOMINAL,500,650,8,350,0.0
1000016,NOMINAL,500,650,8,400,0.0
1000016,NOMINAL,500,650,12,300,0.0
1000016,NOMINAL,500,650,12,350,0.010416666666666666
1000016,NOMINAL,500,650,12,400,0.0625
1000016,NOMINAL,500,650,16,300,0.0234375
1000016,NOMINAL,500,650,16,350,0.09375
1000016,NOMINAL,500,650,16,400,0.1640625
1000016,PHYSICAL_SHIFT,400,550,8,300,0.015625
1000016,PHYSICAL_SHIFT,400,550,8,350,0.0625
1000016,PHYSICAL_SHIFT,400,550,8,400,0.15625
1000016,PHYSICAL_SHIFT,400,550,12,300,0.16666666666666666
1000016,PHYSICAL_SHIFT,400,550,12,350,0.20833333333333334
1000016,PHYSICAL_SHIFT,400,550,12,400,0.2708333333333333
1000016,PHYSICAL_SHIFT,400,550,16,300,0.25
1000016,PHYSICAL_SHIFT,400,550,16,350,0.28125
1000016,PHYSICAL_SHIFT,400,550,16,400,0.328125
1000016,PHYSICAL_SHIFT,450,600,8,300,0.0
1000016,PHYSICAL_SHIFT,450,600,8,350,0.015625
1000016,PHYSICAL_SHIFT,450,600,8,400,0.0625
1000016,PHYSICAL_SHIFT,450,600,12,300,0.11458333333333333
1000016,PHYSICAL_SHIFT,450,600,12,350,0.16666666666666666
1000016,PHYSICAL_SHIFT,450,600,12,400,0.20833333333333334
1000016,PHYSICAL_SHIFT,450,600,16,300,0.2109375
1000016,PHYSICAL_SHIFT,450,600,16,350,0.25
1000016,PHYSICAL_SHIFT,450,600,16,400,0.28125
1000016,PHYSICAL_SHIFT,500,650,8,300,0.0
1000016,PHYSICAL_SHIFT,500,650,8,350,0.0
1000016,PHYSICAL_SHIFT,500,650,8,400,0.015625
1000016,PHYSICAL_SHIFT,500,650,12,300,0.052083333333333336
1000016,PHYSICAL_SHIFT,500,650,12,350,0.11458333333333333
1000016,PHYSICAL_SHIFT,500,650,12,400,0.16666666666666666
1000016,PHYSICAL_SHIFT,500,650,16,300,0.1640625
1000016,PHYSICAL_SHIFT,500,650,16,350,0.2109375
1000016,PHYSICAL_SHIFT,500,650,16,400,0.25
1000017,NOMINAL,400,550,8,300,0.03125
1000017,NOMINAL,400,550,8,350,0.078125
1000017,NOMINAL,400,550,8,400,0.234375
1000017,NOMINAL,400,550,12,300,0.10416666666666667
1000017,NOMINAL,400,550,12,350,0.20833333333333334
1000017,NOMINAL,400,550,12,400,0.3229166666666667
1000017,NOMINAL,400,550,16,300,0.203125
1000017,NOMINAL,400,550,16,350,0.28125
1000017,NOMINAL,400,550,16,400,0.3671875
1000017,NOMINAL,450,600,8,300,0.0
1000017,NOMINAL,450,600,8,350,0.03125
1000017,NOMINAL,450,600,8,400,0.078125
1000017,NOMINAL,450,600,12,300,0.052083333333333336
1000017,NOMINAL,450,600,12,350,0.10416666666666667
1000017,NOMINAL,450,600,12,400,0.20833333333333334
1000017,NOMINAL,450,600,16,300,0.140625
1000017,NOMINAL,450,600,16,350,0.203125
1000017,NOMINAL,450,600,16,400,0.28125
1000017,NOMINAL,500,650,8,300,0.0
1000017,NOMINAL,500,650,8,350,0.0
1000017,NOMINAL,500,650,8,400,0.03125
1000017,NOMINAL,500,650,12,300,0.010416666666666666
1000017,NOMINAL,500,650,12,350,0.052083333333333336
1000017,NOMINAL,500,650,12,400,0.10416666666666667
1000017,NOMINAL,500,650,16,300,0.0625
1000017,NOMINAL,500,650,16,350,0.140625
1000017,NOMINAL,500,650,16,400,0.203125
1000017,PHYSICAL_SHIFT,400,550,8,300,0.046875
1000017,PHYSICAL_SHIFT,400,550,8,350,0.125
1000017,PHYSICAL_SHIFT,400,550,8,400,0.234375
1000017,PHYSICAL_SHIFT,400,550,12,300,0.1875
1000017,PHYSICAL_SHIFT,400,550,12,350,0.25
1000017,PHYSICAL_SHIFT,400,550,12,400,0.3229166666666667
1000017,PHYSICAL_SHIFT,400,550,16,300,0.265625
1000017,PHYSICAL_SHIFT,400,550,16,350,0.3125
1000017,PHYSICAL_SHIFT,400,550,16,400,0.3671875
1000017,PHYSICAL_SHIFT,450,600,8,300,0.015625
1000017,PHYSICAL_SHIFT,450,600,8,350,0.046875
1000017,PHYSICAL_SHIFT,450,600,8,400,0.125
1000017,PHYSICAL_SHIFT,450,600,12,300,0.13541666666666666
1000017,PHYSICAL_SHIFT,450,600,12,350,0.1875
1000017,PHYSICAL_SHIFT,450,600,12,400,0.25
1000017,PHYSICAL_SHIFT,450,600,16,300,0.2265625
1000017,PHYSICAL_SHIFT,450,600,16,350,0.265625
1000017,PHYSICAL_SHIFT,450,600,16,400,0.3125
1000017,PHYSICAL_SHIFT,500,650,8,300,0.0
1000017,PHYSICAL_SHIFT,500,650,8,350,0.015625
1000017,PHYSICAL_SHIFT,500,650,8,400,0.046875
1000017,PHYSICAL_SHIFT,500,650,12,300,0.08333333333333333
1000017,PHYSICAL_SHIFT,500,650,12,350,0.13541666666666666
1000017,PHYSICAL_SHIFT,500,650,12,400,0.1875
1000017,PHYSICAL_SHIFT,500,650,16,300,0.1875
1000017,PHYSICAL_SHIFT,500,650,16,350,0.2265625
1000017,PHYSICAL_SHIFT,500,650,16,400,0.265625
1000018,NOMINAL,400,550,8,300,0.03125
1000018,NOMINAL,400,550,8,350,0.15625
1000018,NOMINAL,400,550,8,400,0.28125
1000018,NOMINAL,400,550,12,300,0.14583333333333334
1000018,NOMINAL,400,550,12,350,0.25
1000018,NOMINAL,400,550,12,400,0.3541666666666667
1000018,NOMINAL,400,550,16,300,0.234375
1000018,NOMINAL,400,550,16,350,0.3125
1000018,NOMINAL,400,550,16,400,0.390625
1000018,NOMINAL,450,600,8,300,0.0
1000018,NOMINAL,450,600,8,350,0.03125
1000018,NOMINAL,450,600,8,400,0.15625
1000018,NOMINAL,450,600,12,300,0.07291666666666667
1000018,NOMINAL,450,600,12,350,0.14583333333333334
1000018,NOMINAL,450,600,12,400,0.25
1000018,NOMINAL,450,600,16,300,0.15625
1000018,NOMINAL,450,600,16,350,0.234375
1000018,NOMINAL,450,600,16,400,0.3125
1000018,NOMINAL,500,650,8,300,0.0
1000018,NOMINAL,500,650,8,350,0.0
1000018,NOMINAL,500,650,8,400,0.03125
1000018,NOMINAL,500,650,12,300,0.010416666666666666
1000018,NOMINAL,500,650,12,350,0.07291666666666667
1000018,NOMINAL,500,650,12,400,0.14583333333333334
1000018,NOMINAL,500,650,16,300,0.0859375
1000018,NOMINAL,500,650,16,350,0.15625
1000018,NOMINAL,500,650,16,400,0.234375
1000018,PHYSICAL_SHIFT,400,550,8,300,0.0625
1000018,PHYSICAL_SHIFT,400,550,8,350,0.171875
1000018,PHYSICAL_SHIFT,400,550,8,400,0.296875
1000018,PHYSICAL_SHIFT,400,550,12,300,0.19791666666666666
1000018,PHYSICAL_SHIFT,400,550,12,350,0.28125
1000018,PHYSICAL_SHIFT,400,550,12,400,0.3645833333333333
1000018,PHYSICAL_SHIFT,400,550,16,300,0.2734375
1000018,PHYSICAL_SHIFT,400,550,16,350,0.3359375
1000018,PHYSICAL_SHIFT,400,550,16,400,0.3984375
1000018,PHYSICAL_SHIFT,450,600,8,300,0.015625
1000018,PHYSICAL_SHIFT,450,600,8,350,0.0625
1000018,PHYSICAL_SHIFT,450,600,8,400,0.171875
1000018,PHYSICAL_SHIFT,450,600,12,300,0.15625
1000018,PHYSICAL_SHIFT,450,600,12,350,0.19791666666666666
1000018,PHYSICAL_SHIFT,450,600,12,400,0.28125
1000018,PHYSICAL_SHIFT,450,600,16,300,0.2421875
1000018,PHYSICAL_SHIFT,450,600,16,350,0.2734375
1000018,PHYSICAL_SHIFT,450,600,16,400,0.3359375
1000018,PHYSICAL_SHIFT,500,650,8,300,0.0
1000018,PHYSICAL_SHIFT,500,650,8,350,0.015625
1000018,PHYSICAL_SHIFT,500,650,8,400,0.0625
1000018,PHYSICAL_SHIFT,500,650,12,300,0.11458333333333333
1000018,PHYSICAL_SHIFT,500,650,12,350,0.15625
1000018,PHYSICAL_SHIFT,500,650,12,400,0.19791666666666666
1000018,PHYSICAL_SHIFT,500,650,16,300,0.2109375
1000018,PHYSICAL_SHIFT,500,650,16,350,0.2421875
1000018,PHYSICAL_SHIFT,500,650,16,400,0.2734375
1000019,NOMINAL,400,550,8,300,0.0
1000019,NOMINAL,400,550,8,350,0.046875
1000019,NOMINAL,400,550,8,400,0.1875
1000019,NOMINAL,400,550,12,300,0.08333333333333333
1000019,NOMINAL,400,550,12,350,0.1875
