root_seed,regime,group_B_lower,group_B_upper,horizon,threshold,B
1000009,PHYSICAL_SHIFT,450,600,8,350,0.03125
1000009,PHYSICAL_SHIFT,450,600,8,400,0.109375
1000009,PHYSICAL_SHIFT,450,600,12,300,0.11458333333333333
1000009,PHYSICAL_SHIFT,450,600,12,350,0.1875
1000009,PHYSICAL_SHIFT,450,600,12,400,0.23958333333333334
1000009,PHYSICAL_SHIFT,450,600,16,300,0.2109375
1000009,PHYSICAL_SHIFT,450,600,16,350,0.265625
1000009,PHYSICAL_SHIFT,450,600,16,400,0.3046875
1000009,PHYSICAL_SHIFT,500,650,8,300,0.0
1000009,PHYSICAL_SHIFT,500,650,8,350,0.0
1000009,PHYSICAL_SHIFT,500,650,8,400,0.03125
1000009,PHYSICAL_SHIFT,500,650,12,300,0.07291666666666667
1000009,PHYSICAL_SHIFT,500,650,12,350,0.11458333333333333
1000009,PHYSICAL_SHIFT,500,650,12,400,0.1875
1000009,PHYSICAL_SHIFT,500,650,16,300,0.1796875
1000009,PHYSICAL_SHIFT,500,650,16,350,0.2109375
